"post_id","Page.Likes.at.Posting","Likes","Comments","Shares","Love","Wow","Haha","Sad","Angry","Thankful","Post.Views","Total.Views","language","plurality","unigrams_total","gna_unigrams","lna_unigrams","bigrams_total","gna_bigrams","lna_bigrams","post_date","page_id"
228,15053479,985,576,122,144,7,32,2,6,0,27313,32337,"arabic","Russia",8,0,0,6,0,0,2019-04-09,548
229,1264943,1684,1121,122,335,10,42,5,17,0,24658,37260,"arabic","Jordan",12,0,0,8,0,0,2019-04-04,3
230,582553,1782,129,122,9,21,37,11,60,0,0,0,"arabic","Location hidden",43,0,0,18,0,0,2019-04-15,1131
231,12185846,1111,94,121,4,16,31,3,52,0,0,0,"arabic","UAE",8,1,0,7,0,0,2019-04-27,572
232,15052797,575,416,121,58,1,18,3,11,0,21673,36139,"arabic","Russia",11,0,0,6,0,0,2019-04-24,548
233,637425,127,14,121,7,0,6,0,0,0,0,0,"arabic","Tunisia",25,0,0,13,0,0,2019-04-06,127
234,129900,2155,208,121,81,4,5,0,0,0,0,0,"arabic","Turkey",18,0,0,11,0,0,2019-04-23,1272
235,415056,360,65,120,0,9,1,4,26,0,17946,29738,"arabic","Libya",17,0,0,8,0,0,2019-04-23,784
236,15053966,874,519,120,123,12,35,2,13,0,26307,28977,"arabic","Russia",13,0,0,7,0,0,2019-04-04,548
237,1271856,1769,256,119,52,3,60,8,3,0,79697,81870,"arabic","Jordan",12,0,0,6,0,0,2019-04-06,3
238,2772365,14748,1020,119,74,48,437,22,117,0,0,0,"arabic","Location hidden",14,0,0,7,0,0,2019-04-27,913
239,23191543,952,120,119,8,2,13,31,63,0,55325,57057,"arabic","Qatar",22,0,0,13,1,0,2019-04-27,58
240,2082144,904,218,118,7,16,43,6,50,0,0,0,"arabic","Qatar",21,0,0,10,0,0,2019-04-05,864
241,1300072,1601,89,118,33,3,4,35,2,0,99231,100718,"arabic","Jordan",8,0,0,5,0,0,2019-04-14,3
242,135904,985,52,118,37,2,1,0,0,0,6773,15730,"arabic","Libya",13,0,0,6,0,0,2019-04-04,815
243,567610,2495,124,117,33,18,9,7,2,0,63759,66174,"arabic","Libya",4,0,0,2,0,0,2019-04-11,1160
244,23176927,1654,181,116,104,11,18,6,5,0,102859,103972,"arabic","Qatar",23,0,0,13,0,0,2019-04-14,58
245,1276803,2135,2374,116,441,28,118,14,30,0,26922,52654,"arabic","Jordan",11,0,0,7,0,0,2019-04-07,3
246,580352,2060,80,116,15,8,51,3,9,0,0,0,"arabic","Location hidden",32,0,2,14,0,0,2019-04-14,1131
247,567968,3230,1464,115,35,15,349,29,135,0,51788,60847,"arabic","Libya",8,0,0,3,0,0,2019-04-16,1160
248,184102,3155,133,115,40,3,37,2,0,0,24342,49959,"arabic","Libya",16,0,0,7,0,0,2019-04-20,1301
249,NA,278,41,114,14,0,0,13,6,0,0,0,"arabic","Morocco",114,1,2,44,1,0,2019-04-18,1053
250,569845,2675,2223,114,378,19,98,7,23,0,28825,46238,"arabic","Location hidden",11,0,0,6,0,0,2019-04-09,1131
251,597084,1739,171,114,21,11,71,15,15,0,29866,38922,"arabic","Location hidden",43,0,0,17,0,0,2019-04-28,1131
252,NA,1067,99,114,4,16,9,1,25,0,0,0,"arabic","Turkey",12,0,0,8,0,0,2019-04-13,1272
253,NA,4288,888,114,89,16,185,2,2,0,0,0,"arabic","Libya",108,2,0,45,0,0,2019-04-21,1001
254,NA,5952,580,114,113,12,443,1,9,0,94608,107462,"arabic","Libya",8,0,0,3,0,0,2019-04-19,557
255,1560302,3221,1170,114,26,23,39,182,12,0,0,0,"arabic","Location hidden",96,0,0,79,0,0,2019-04-20,381
256,60172,192,157,113,4,4,13,0,6,0,12731,30311,"arabic","Libya",68,3,0,38,0,0,2019-04-13,1432
257,NA,2156,502,112,36,3,5,401,2,0,0,0,"arabic","Not available",24,0,0,13,0,0,2019-04-15,1251
258,171626,3054,878,111,8,87,2,522,29,0,0,0,"arabic","Libya",13,0,1,6,0,0,2019-04-12,1218
259,NA,392,45,111,7,1,142,0,0,0,8710,19548,"arabic","Libya",9,0,0,7,0,0,2019-04-06,930
260,1773783,12043,986,111,930,42,181,6,7,0,0,0,"arabic","UK",15,0,0,6,0,0,2019-04-08,1338
261,182291,6361,277,110,111,8,39,3,0,0,92860,99687,"arabic","Libya",16,0,0,7,0,0,2019-04-13,1301
262,567610,2897,202,110,26,10,22,16,3,0,91656,96068,"arabic","Libya",13,1,0,3,0,0,2019-04-11,1160
263,13232892,1252,303,110,112,4,44,10,5,0,60896,69313,"arabic","Location hidden",11,0,0,4,0,0,2019-04-06,850
264,1566173,1211,1344,110,195,12,98,1,15,0,24835,33203,"arabic","Location hidden",16,0,0,14,0,0,2019-04-28,381
265,543409,2188,382,110,12,39,347,3,9,0,0,0,"arabic","Location hidden",28,0,0,14,0,0,2019-04-03,1131
266,218098,963,418,110,7,18,58,4,66,0,0,0,"arabic","Qatar",42,0,0,22,0,0,2019-04-20,862
267,496387,1430,155,110,35,0,55,0,1,0,54901,58918,"arabic","Libya",10,0,0,6,0,0,2019-04-23,1279
268,280725,602,57,110,31,0,1,0,2,0,0,0,"arabic","Egypt",30,0,0,14,0,0,2019-04-07,998
269,593533,2487,189,109,55,0,207,0,2,0,0,0,"arabic","Location hidden",47,0,0,22,0,0,2019-04-24,1131
270,597084,2575,179,109,17,5,211,1,0,0,0,0,"arabic","Location hidden",31,0,0,15,0,0,2019-04-28,1131
271,14551515,2073,441,108,46,8,145,8,36,0,0,0,"arabic","China",113,0,2,49,0,0,2019-04-05,170
272,23517,473,109,108,7,4,32,1,0,0,29694,51342,"arabic","Libya",10,0,0,5,0,0,2019-04-07,921
273,3572457,594,178,108,12,2,7,42,156,0,0,0,"arabic","Qatar",36,0,0,22,0,0,2019-04-29,863
274,15053864,1281,960,108,172,12,44,2,17,0,41369,44026,"arabic","Russia",10,0,0,6,0,0,2019-04-07,548
275,133492,2810,503,108,6,153,6,146,19,0,0,0,"arabic","Turkey",8,0,0,6,0,0,2019-04-07,1218
276,81872,1532,48,108,32,4,12,2,0,0,47650,53481,"arabic","Libya",12,0,0,8,0,0,2019-04-09,1188
277,122017,2867,887,108,6,8,1,480,38,0,0,0,"arabic","Canada",15,0,0,5,0,0,2019-04-03,1228
278,580352,5026,203,108,75,24,22,28,2,0,0,0,"arabic","Location hidden",24,0,0,15,0,0,2019-04-14,1131
279,13277365,1013,100,107,17,1,17,4,2,0,0,0,"arabic","Qatar",35,0,0,12,0,0,2019-04-16,1252
280,637521,149,280,107,0,12,125,1,14,0,0,0,"arabic","Tunisia",30,0,1,15,0,0,2019-04-09,127
281,133492,1068,60,107,2,33,0,18,1,0,0,0,"arabic","Turkey",14,0,0,11,0,0,2019-04-07,1218
282,782191,3719,450,106,119,5,46,20,1,0,0,0,"arabic","Location hidden",125,0,0,60,0,0,2019-04-19,890
283,810419,1098,377,105,27,7,117,1,11,0,57823,59378,"arabic","Tunisia",16,1,0,5,0,0,2019-04-06,424
284,375117,5205,834,105,30,50,3,562,10,0,0,0,"arabic","Libya",11,0,0,2,0,0,2019-04-09,1210
285,284448,1979,126,105,50,4,25,0,1,0,40913,52212,"arabic","Libya",11,0,0,5,0,0,2019-04-13,1326
286,2707490,5235,328,104,120,10,46,4,4,0,0,0,"arabic","Jordan",50,0,0,19,0,0,2019-04-05,4
287,637521,125,179,104,7,6,32,2,44,0,0,0,"arabic","Tunisia",30,0,0,14,0,0,2019-04-09,127
288,NA,843,129,104,47,2,21,8,0,0,11247,23885,"arabic","Libya",13,0,0,8,0,0,2019-04-12,1313
289,144122,3093,432,104,14,68,2,182,4,0,0,0,"arabic","Libya",5,0,0,3,0,0,2019-04-09,1218
290,529187,7033,464,104,148,58,30,4,3,0,0,0,"arabic","Libya",9,0,0,1,0,0,2019-04-03,1160
291,1791022,13018,5465,104,360,105,5467,12,59,0,0,0,"arabic","UK",29,1,0,11,1,0,2019-04-14,1338
292,274325,298,31,103,2,2,1,16,8,0,0,0,"arabic","US",98,1,0,38,0,0,2019-04-09,343
293,185477,3594,717,103,9,146,2,433,37,0,0,0,"arabic","Turkey",10,0,0,5,0,0,2019-04-15,1218
294,555108,2091,386,103,17,18,228,7,109,0,0,0,"arabic","Location hidden",30,0,0,16,0,0,2019-04-06,1131
295,2426379,187,55,102,0,1,0,7,69,0,0,0,"arabic","Tunisia",29,0,0,18,0,0,2019-04-08,1415
296,2676994,429,44,102,6,7,0,4,17,0,0,0,"arabic","Egypt",29,0,2,14,0,0,2019-04-13,1200
297,NA,2989,226,102,103,7,58,0,2,0,0,0,"arabic","Libya",55,2,0,19,0,0,2019-04-06,1290
298,560076,1281,77,101,3,30,44,2,21,0,0,0,"arabic","Location hidden",49,0,0,24,0,0,2019-04-07,1131
299,587597,3120,88,101,66,9,20,1,3,0,0,0,"arabic","Location hidden",26,1,0,13,0,0,2019-04-22,1131
300,12181497,1758,100,101,89,8,17,0,5,0,0,0,"arabic","UAE",22,0,0,10,0,0,2019-04-04,572
301,560076,2863,1004,101,35,29,770,3,13,0,0,0,"arabic","Location hidden",25,0,1,11,0,0,2019-04-07,1131
302,2676970,796,79,100,23,0,3,0,0,0,0,0,"arabic","Egypt",30,0,4,11,0,0,2019-04-19,1200
303,2082857,360,65,100,5,8,2,5,68,0,0,0,"arabic","Qatar",37,0,0,15,0,0,2019-04-07,864
304,1306459,1059,2157,100,163,21,110,3,22,0,18141,30625,"arabic","Jordan",11,0,0,7,0,0,2019-04-18,3
305,202231,1239,590,100,25,12,84,78,19,0,77642,80796,"arabic","Tunisia",29,0,0,14,0,0,2019-04-16,1277
306,119483,1889,162,100,23,9,30,0,5,0,0,0,"arabic","Turkey",17,0,0,10,0,0,2019-04-18,1272
307,NA,540,270,99,11,9,37,2,2,0,16056,31135,"arabic","Libya",20,0,0,7,0,0,2019-04-03,865
308,NA,3560,552,99,132,10,147,0,4,0,0,0,"arabic","Libya",59,1,0,28,0,0,2019-04-06,1290
309,NA,291,83,99,1,0,101,0,1,0,13964,22607,"arabic","Libya",5,0,0,2,0,0,2019-04-10,1318
310,215319,1265,426,98,3,10,75,76,16,0,24318,29756,"arabic","Tunisia",8,0,0,4,0,0,2019-04-16,774
311,424140,3591,265,98,18,5,200,170,12,0,0,0,"arabic","Libya",13,0,0,6,0,0,2019-04-06,879
312,1564643,847,703,98,168,5,22,2,5,0,16612,19625,"arabic","Location hidden",14,0,0,12,0,0,2019-04-26,381
313,NA,2900,458,98,80,2,43,0,2,0,0,0,"arabic","Malta",22,0,0,6,0,0,2019-04-24,1312
314,1558241,541,46,98,9,1,14,2,2,0,20356,23340,"arabic","Location hidden",16,0,0,9,0,0,2019-04-18,381
315,560076,4646,207,98,16,60,27,18,134,0,0,0,"arabic","Location hidden",17,0,0,11,0,0,2019-04-07,1131
316,12181825,2595,146,97,90,16,23,2,5,0,0,0,"arabic","UAE",9,0,0,5,0,0,2019-04-07,572
317,637521,104,95,97,12,8,39,1,36,0,0,0,"arabic","Tunisia",30,0,0,14,0,0,2019-04-09,127
318,1269497,1766,390,97,149,8,40,3,6,0,28259,33122,"arabic","Jordan",8,0,0,6,0,0,2019-04-05,389
319,582561,2102,1959,97,232,13,81,10,17,0,22741,34684,"arabic","Location hidden",13,0,0,7,0,0,2019-04-19,1131
320,186556,3788,249,97,50,16,11,6,3,0,54197,64177,"arabic","Libya",29,0,0,12,0,0,2019-04-21,1301
321,142017,3454,263,97,95,11,34,4,0,0,0,0,"arabic","Libya",10,1,0,3,0,0,2019-04-18,923
322,NA,7362,8352,97,161,22,6,5,5,0,0,0,"arabic","Libya",12,1,0,3,0,0,2019-04-26,809
323,169802,1755,86,97,55,6,6,1,0,0,30116,45499,"arabic","Libya",7,0,0,3,0,0,2019-04-24,923
324,3459762,610,290,96,69,2,12,3,2,0,20219,24736,"arabic","UK",23,1,0,13,0,0,2019-04-05,1255
325,2676657,638,57,96,20,1,1,0,0,0,0,0,"arabic","Egypt",21,0,0,11,0,0,2019-04-05,1200
326,544566,2201,358,96,11,17,393,2,5,0,0,0,"arabic","Location hidden",23,0,0,10,0,0,2019-04-04,1131
327,130904,1306,155,96,2,11,82,26,31,0,0,0,"arabic","Libya",21,0,0,9,0,0,2019-04-06,1064
328,NA,1784,93,96,25,7,13,0,0,0,0,0,"arabic","Turkey",10,0,0,4,0,0,2019-04-18,1312
329,NA,1960,211,95,111,4,10,1,0,0,0,0,"arabic","Turkey",95,0,1,30,0,0,2019-04-27,1373
330,1269975,1291,923,95,165,11,62,1,6,0,21899,30605,"arabic","Jordan",11,0,0,6,0,0,2019-04-06,389
331,142017,1554,139,95,69,3,12,1,0,0,39426,57035,"arabic","Libya",39,0,0,23,0,0,2019-04-18,923
332,124974,2195,229,95,90,5,9,0,0,0,0,0,"arabic","Turkey",16,0,0,11,0,0,2019-04-20,1272
333,391827,207,24,94,11,2,12,1,1,0,0,0,"arabic","Tunisia",28,0,0,16,0,0,2019-04-22,25
334,587597,2225,2699,94,265,20,122,9,25,0,26012,34123,"arabic","Location hidden",11,0,0,6,0,0,2019-04-22,1131
335,584850,2356,3056,94,286,15,146,10,14,0,28306,40181,"arabic","Location hidden",11,0,0,6,0,0,2019-04-20,1131
336,1777175,13590,958,94,542,137,78,26,17,0,0,0,"arabic","UK",15,0,0,10,0,0,2019-04-09,1338
337,391999,92,5,93,1,2,0,2,0,0,0,0,"arabic","Tunisia",28,0,0,10,0,0,2019-04-06,25
338,6112330,280,76,93,2,3,11,3,50,0,0,0,"arabic","Turkey",30,0,0,15,0,0,2019-04-18,1206
339,175202,2379,307,93,45,7,57,1,2,0,0,0,"arabic","Libya",34,0,0,16,0,0,2019-04-30,923
340,1463878,391,171,92,48,1,5,1,2,0,11408,18965,"arabic","Turkey",10,0,0,3,0,0,2019-04-07,922
341,13248891,581,144,92,44,2,19,0,1,0,23927,25375,"arabic","Qatar",18,0,0,10,0,0,2019-04-06,1252
342,4919196,1733,195,92,95,3,18,2,2,0,0,0,"arabic","Location hidden",26,0,0,12,0,0,2019-04-07,112
343,1780387,12782,1154,92,67,131,15,631,13,0,0,0,"arabic","UK",5,0,0,1,0,0,2019-04-10,1338
344,567610,2979,267,92,51,17,40,3,6,0,47715,49975,"arabic","Libya",13,0,0,5,0,0,2019-04-11,1160
345,182268,4602,532,92,12,39,0,251,10,0,0,0,"arabic","Libya",6,0,0,1,0,0,2019-04-19,1218
346,544566,4249,207,92,117,18,6,2,2,0,0,0,"arabic","Location hidden",15,0,0,6,0,0,2019-04-04,1131
347,487701,1574,138,91,23,3,38,4,29,0,57708,60553,"arabic","Libya",10,0,0,7,0,0,2019-04-12,1279
348,574852,2120,1993,91,287,19,83,6,26,0,26787,33943,"arabic","Location hidden",11,0,0,6,0,0,2019-04-17,1131
349,2708742,1970,170,91,21,49,4,48,7,0,41252,44791,"arabic","Jordan",9,0,0,6,0,0,2019-04-06,4
350,1225415,11021,1919,91,967,10,12,351,3,0,0,0,"arabic","Egypt",48,0,0,18,0,0,2019-04-15,975
351,389107,2268,281,91,30,1,0,367,6,0,0,0,"arabic","Libya",25,0,1,6,0,0,2019-04-16,1210
352,NA,1708,314,90,55,6,26,4,5,0,0,0,"arabic","Not available",99,0,0,36,0,0,2019-04-08,1251
353,13290757,1384,161,90,17,21,20,12,190,0,0,0,"arabic","Qatar",18,0,0,10,0,0,2019-04-25,1252
354,12184287,1221,142,89,28,5,74,2,5,0,0,0,"arabic","UAE",25,0,2,9,0,0,2019-04-13,572
355,13245507,2404,462,89,18,21,64,26,116,0,0,0,"arabic","Qatar",18,0,0,10,0,0,2019-04-04,1252
356,NA,2304,189,89,36,0,0,4,0,0,0,0,"arabic","Libya",77,0,0,33,0,0,2019-04-06,1202
357,15053170,1456,1895,89,84,16,245,8,23,0,77812,79327,"arabic","Russia",11,0,0,7,0,0,2019-04-12,548
358,15053739,2254,370,88,14,9,146,3,57,0,0,0,"arabic","Russia",9,0,0,5,0,0,2019-04-05,548
359,197302,3135,509,88,4,89,1,267,23,0,0,0,"arabic","Turkey",10,0,0,5,0,0,2019-04-27,1218
360,38796,2686,231,88,66,0,2,0,1,0,0,0,"arabic","Libya",12,0,0,8,0,0,2019-04-09,1233
361,NA,2852,243,88,59,1,17,0,0,0,0,0,"arabic","Libya",100,1,0,39,0,0,2019-04-30,961
362,NA,5590,572,88,190,10,92,3,3,0,0,0,"arabic","Libya",20,2,0,8,0,0,2019-04-28,961
363,71535,2201,198,88,85,3,7,0,1,0,0,0,"arabic","Libya",10,0,0,6,0,0,2019-04-18,1213
364,NA,1612,289,88,102,2,84,5,2,0,0,0,"arabic","Location hidden",95,0,0,31,0,0,2019-04-04,1251
365,4706361,1084,276,87,103,3,22,4,6,0,20622,23029,"arabic","Egypt",5,0,0,2,0,0,2019-04-04,1263
366,496091,1352,320,87,47,6,96,5,7,0,23509,29313,"arabic","Location hidden",6,0,0,2,0,0,2019-04-06,1332
367,NA,584,165,87,0,43,3,74,6,0,0,0,"arabic","Libya",11,0,0,5,0,0,2019-04-16,1202
368,82225,158,35,87,3,0,59,0,0,0,9410,16521,"arabic","Libya",8,0,0,4,0,0,2019-04-11,1188
369,203868,1016,309,87,65,3,65,3,10,0,22840,28686,"arabic","Libya",17,0,0,7,0,0,2019-04-10,1040
370,582561,2601,491,86,8,26,482,2,12,0,0,0,"arabic","Location hidden",35,0,1,22,0,0,2019-04-19,1131
371,192218,4372,1086,86,9,129,3,880,100,0,0,0,"arabic","Libya",14,0,0,6,0,0,2019-04-23,1218
372,137292,3359,782,86,14,47,302,78,20,0,0,0,"arabic","Libya",24,0,0,17,0,0,2019-04-20,1222
373,137757,1383,746,86,17,6,105,7,51,0,0,0,"arabic","Syria",36,0,0,14,0,0,2019-04-06,717
374,2676657,735,52,85,28,1,1,0,0,0,0,0,"arabic","Egypt",24,0,0,12,0,0,2019-04-05,1200
375,203144,1359,143,85,44,6,67,0,4,0,0,0,"arabic","Libya",106,0,1,37,0,0,2019-04-28,959
376,1786615,10759,1256,85,44,275,20,567,83,0,0,0,"arabic","UK",21,0,0,13,0,0,2019-04-12,1338
377,1549548,1502,2456,85,185,27,242,13,35,0,30640,36778,"arabic","Location hidden",17,0,0,14,0,0,2019-04-09,381
378,126229,2071,84,85,88,1,6,0,0,0,21252,24915,"arabic","Libya",18,0,0,11,0,0,2019-04-08,1297
379,169802,1437,97,85,44,7,5,0,0,0,24939,34437,"arabic","Libya",9,0,0,5,0,0,2019-04-24,923
380,182291,3882,264,85,67,14,99,1,2,0,31492,36738,"arabic","Libya",4,0,0,1,0,0,2019-04-13,1301
381,144122,1732,174,84,8,40,2,108,6,0,31562,34493,"arabic","Turkey",4,0,0,1,0,0,2019-04-09,1218
382,142017,2504,138,84,100,3,22,1,0,0,0,0,"arabic","Libya",47,1,0,21,0,0,2019-04-18,923
383,4710892,1563,412,83,112,4,45,1,8,0,35326,37432,"arabic","Egypt",12,0,0,7,0,0,2019-04-05,1263
384,779542,2093,95,83,5,21,20,8,48,0,0,0,"arabic","Libya",1,0,0,1,0,0,2019-04-16,890
385,2360851,195,23,83,1,6,6,11,26,0,0,0,"arabic","Tunisia",23,0,0,15,0,0,2019-04-28,406
386,390105,1356,79,83,170,16,1,0,0,0,0,0,"arabic","Egypt",32,0,0,11,0,0,2019-04-04,229
387,1264943,14203,333,83,306,15,91,2,4,0,0,0,"arabic","Jordan",13,0,0,8,0,0,2019-04-04,3
388,4915901,1765,64,83,53,4,9,3,6,0,0,0,"arabic","Location hidden",28,1,0,15,0,0,2019-04-06,112
389,293087,6122,632,83,51,32,111,3,4,0,0,0,"arabic","Libya",11,0,0,6,0,0,2019-04-10,789
390,368777,8478,497,83,86,57,115,36,7,0,0,0,"arabic","Libya",16,0,0,7,0,0,2019-04-10,1334
391,1271856,2181,1821,82,339,23,126,8,29,0,30129,41448,"arabic","Jordan",11,0,0,7,0,0,2019-04-06,3
392,171626,3644,369,82,14,32,1,162,10,0,0,0,"arabic","Libya",1,0,0,1,0,0,2019-04-12,1218
393,141880,3455,316,82,109,11,41,0,0,0,0,0,"arabic","Libya",24,1,0,6,0,0,2019-04-17,923
394,NA,1742,147,82,24,4,19,14,1,0,0,0,"arabic","Malta",18,1,0,6,0,0,2019-04-23,1312
395,1747151,13000,1322,82,741,65,261,12,12,0,0,0,"arabic","UK",22,0,0,12,0,0,2019-04-04,1338
396,1566707,1107,212,82,49,3,97,1,1,0,20326,22396,"arabic","Location hidden",11,0,0,7,0,0,2019-04-29,381
397,574406,1582,177,82,28,7,186,5,7,0,41977,46441,"arabic","Libya",10,1,0,6,0,0,2019-04-13,681
398,1777175,15228,2471,82,815,142,677,76,40,0,0,0,"arabic","UK",59,0,1,27,0,0,2019-04-09,1338
399,2772438,3339,249,81,38,7,81,1,2,0,0,0,"arabic","Location hidden",21,0,0,11,0,0,2019-04-27,913
400,511716,6724,1734,81,75,138,262,104,72,0,0,0,"arabic","Location hidden",9,0,0,3,0,0,2019-04-09,1332
401,2551703,465,394,80,63,6,42,4,10,0,18332,26679,"arabic","Russia",11,0,0,6,0,0,2019-04-27,549
402,287865,174,36,80,7,0,16,0,1,0,0,0,"arabic","Tunisia",24,0,0,14,0,0,2019-04-10,72
403,NA,7106,154,80,61,8,56,1,2,0,67594,68916,"arabic","Libya",6,0,0,4,0,0,2019-04-29,1012
404,81521,1043,95,80,42,3,1,2,1,0,12305,16203,"arabic","Libya",19,0,0,8,0,0,2019-04-20,1213
405,529825,564,28,79,36,0,9,0,0,0,9424,11175,"arabic","Libya",11,0,1,5,0,0,2019-04-11,1274
406,1285360,13416,322,79,200,24,93,9,8,0,0,0,"arabic","Jordan",9,0,0,5,0,0,2019-04-09,3
407,1560302,560,72,79,29,1,16,4,0,0,14666,16680,"arabic","Location hidden",1,0,0,1,0,0,2019-04-20,381
408,543409,3815,116,79,8,44,54,10,20,0,0,0,"arabic","Location hidden",23,0,0,8,0,0,2019-04-03,1131
409,570382,1449,70,79,54,5,11,1,1,0,22248,29471,"arabic","Libya",12,0,0,9,0,0,2019-04-19,681
410,128550,985,91,79,33,2,3,0,2,0,12512,19181,"arabic","Turkey",10,0,0,8,0,0,2019-04-22,1272
411,114098,1239,179,79,79,1,17,0,1,0,15695,21437,"arabic","Turkey",18,0,0,5,0,0,2019-04-28,1312
412,141393,138,49,78,0,2,15,0,9,0,0,0,"arabic","Algeria",24,0,0,13,0,0,2019-04-06,77
413,180213,5083,479,78,16,36,68,223,6,0,0,0,"arabic","Turkey",17,0,0,9,0,0,2019-04-18,1218
414,NA,3866,426,78,128,14,84,1,2,0,0,0,"arabic","Libya",1,0,0,1,0,0,2019-04-20,1290
415,5532732,1290,94,78,74,4,28,0,3,0,0,0,"arabic","Turkey",21,0,0,8,0,0,2019-04-19,1471
416,4955244,1490,99,78,68,3,18,1,1,0,0,0,"arabic","Location hidden",29,0,0,15,0,0,2019-04-19,112
417,129900,1692,88,78,26,2,17,1,2,0,0,0,"arabic","Turkey",12,0,0,5,0,0,2019-04-23,1272
418,201930,1070,127,78,29,6,44,4,5,0,28947,31972,"arabic","Libya",12,0,0,4,0,0,2019-04-09,1040
419,481991,3263,145,78,54,5,52,0,1,0,75597,78841,"arabic","Libya",10,0,0,7,0,0,2019-04-09,1279
420,572639,1334,192,77,6,20,57,3,118,0,0,0,"arabic","Location hidden",31,0,0,12,0,0,2019-04-10,1131
421,951353,3583,749,77,16,12,4,3,1,0,0,0,"arabic","Location hidden",34,0,0,19,0,0,2019-04-07,818
422,1557078,1384,213,77,9,6,39,139,3,0,0,0,"arabic","Location hidden",14,0,0,5,0,0,2019-04-16,381
423,185446,670,187,77,16,5,28,0,1,0,24237,29483,"arabic","Libya",17,0,0,4,0,0,2019-04-11,1281
424,544566,2942,73,77,53,5,30,0,0,0,0,0,"arabic","Location hidden",18,0,0,14,0,0,2019-04-04,1131
425,239903,2364,439,77,210,32,28,5,6,0,0,0,"arabic","Tunisia",22,0,0,7,0,0,2019-04-03,205
426,1292474,1318,322,77,50,5,125,9,11,0,104621,105568,"arabic","Jordan",6,0,0,3,0,0,2019-04-11,3
427,4973544,1592,114,76,67,4,15,3,3,0,0,0,"arabic","Location hidden",28,0,0,17,0,0,2019-04-26,112
428,499163,174,29,76,4,4,15,1,10,0,0,0,"arabic","Egypt",28,0,1,10,0,0,2019-04-28,992
429,182291,3900,205,76,28,6,32,0,2,0,98920,107873,"arabic","Libya",27,0,0,7,0,0,2019-04-13,1301
430,NA,905,79,76,45,1,2,1,0,0,10074,26237,"arabic","Libya",8,0,0,3,0,0,2019-04-20,1450
431,1544980,1280,177,76,5,14,79,19,7,0,0,0,"arabic","Location hidden",18,0,0,5,0,0,2019-04-08,381
432,576258,3740,357,76,21,33,19,164,6,0,0,0,"arabic","Libya",19,1,0,8,0,0,2019-04-14,681
433,NA,312,255,75,2,5,30,2,22,0,7577,22562,"arabic","Libya",11,0,0,3,0,0,2019-04-20,1215
434,574852,1605,132,75,15,1,219,0,1,0,0,0,"arabic","Location hidden",31,0,0,17,0,0,2019-04-17,1131
435,NA,1409,138,75,5,4,6,73,63,0,0,0,"arabic","Malta",24,1,0,16,0,0,2019-04-22,1312
436,NA,764,265,75,2,67,14,94,17,0,0,0,"arabic","Turkey",37,1,0,13,1,0,2019-04-16,1353
437,119483,1810,165,75,28,3,54,3,10,0,0,0,"arabic","Turkey",14,0,0,8,0,0,2019-04-18,1272
438,390453,1224,47,74,123,7,3,0,0,0,0,0,"arabic","Egypt",112,0,0,61,0,0,2019-04-05,229
439,7042173,724,50,74,34,0,3,0,1,0,0,0,"arabic","Egypt",26,0,1,15,0,1,2019-04-29,258
440,152131,3073,400,74,10,96,2,285,12,0,0,0,"arabic","Turkey",10,0,0,5,0,0,2019-04-10,1218
441,333898,826,47,74,9,3,41,1,0,0,15590,20239,"arabic","Libya",11,0,0,6,1,0,2019-04-04,1404
442,423996,3928,691,74,65,14,138,5,0,0,0,0,"arabic","Libya",28,0,0,14,0,0,2019-04-29,1381
443,529187,3770,157,74,62,20,8,0,1,0,0,0,"arabic","Libya",9,0,0,2,0,0,2019-04-04,1160
444,1463878,407,27,74,9,2,1,2,11,0,26285,27095,"arabic","Turkey",16,0,0,11,0,0,2019-04-07,922
445,507670,260,37,74,7,2,7,0,0,0,4740,6875,"arabic","Location hidden",17,0,0,8,0,0,2019-04-08,39
446,580352,4585,173,74,51,15,31,17,1,0,0,0,"arabic","Location hidden",19,0,0,9,0,0,2019-04-14,1131
447,2771984,4809,311,73,57,11,132,3,2,0,0,0,"arabic","Location hidden",17,0,0,7,0,0,2019-04-23,913
448,5457618,290,14,73,12,1,12,0,0,0,0,0,"arabic","Egypt",9,0,0,5,0,0,2019-04-07,83
449,578684,1880,84,73,25,7,34,0,1,0,0,0,"arabic","Location hidden",33,0,0,14,0,0,2019-04-18,1131
450,15877,221,54,73,1,0,224,12,1,0,0,0,"arabic","Libya",8,0,0,2,0,0,2019-04-15,392
451,180800,4260,242,73,47,11,24,2,1,0,48393,54696,"arabic","Libya",13,0,0,6,0,0,2019-04-16,1301
452,NA,3261,209,73,99,4,49,3,2,0,0,0,"arabic","Libya",93,2,0,39,0,0,2019-04-10,1290
453,97430,1816,862,73,61,1,127,5,5,0,203179,204488,"arabic","Libya",24,1,0,6,1,0,2019-04-27,874
454,198385,1375,188,73,63,6,53,2,5,0,0,0,"arabic","Libya",97,0,0,27,0,0,2019-04-06,959
455,NA,570,69,73,21,2,3,14,1,0,8687,12424,"arabic","Libya",24,1,0,12,0,0,2019-04-25,1313
456,NA,449,45,73,21,0,1,0,0,0,5407,15848,"arabic","Turkey",10,1,0,4,1,0,2019-04-23,1452
457,NA,2185,198,73,54,4,17,0,2,0,0,0,"arabic","Turkey",12,1,0,6,0,0,2019-04-23,1312
